UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE GENDER,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,XXX,YYY,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY
P.014_N.25_014/25/20_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",3,582,UMNO,DATO' SHAIFUL HAZIZY,MALE,,74,PKR,NURIN AINA,FEMALE,46,130,PPBM,MOHD NAZRI,MALE,,368,PEJUANG,DATUK MOSIN RAZAK,MALE,,9,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,0,0,TRUE
P.014_N.25_014/25/20_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",4,507,UMNO,DATO' SHAIFUL HAZIZY,MALE,,58,PKR,NURIN AINA,FEMALE,46,141,PPBM,MOHD NAZRI,MALE,,299,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,4,0,TRUE
P.014_N.25_014/25/20_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",5,457,UMNO,DATO' SHAIFUL HAZIZY,MALE,,44,PKR,NURIN AINA,FEMALE,46,129,PPBM,MOHD NAZRI,MALE,,272,PEJUANG,DATUK MOSIN RAZAK,MALE,,10,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0,0,TRUE
P.014_N.25_014/25/20_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",6,511,UMNO,DATO' SHAIFUL HAZIZY,MALE,,49,PKR,NURIN AINA,FEMALE,46,121,PPBM,MOHD NAZRI,MALE,,333,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,2,0,TRUE
P.014_N.25_014/25/20_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",7,552,UMNO,DATO' SHAIFUL HAZIZY,MALE,,34,PKR,NURIN AINA,FEMALE,46,130,PPBM,MOHD NAZRI,MALE,,382,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,2,0,TRUE
P.014_N.25_014/25/20_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",8,575,UMNO,DATO' SHAIFUL HAZIZY,MALE,,56,PKR,NURIN AINA,FEMALE,46,111,PPBM,MOHD NAZRI,MALE,,403,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,1,0,TRUE
P.014_N.25_014/25/20_9,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/20,AMBANGAN HEIGHT,"SEKOLAH KEBANGSAAN AMBANGAN HEIGHT, SUNGAI LALANG",9,576,UMNO,DATO' SHAIFUL HAZIZY,MALE,,40,PKR,NURIN AINA,FEMALE,46,102,PPBM,MOHD NAZRI,MALE,,424,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,4,0,TRUE
P.014_N.25_014/25/21_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,1,291,UMNO,DATO' SHAIFUL HAZIZY,MALE,,69,PKR,NURIN AINA,FEMALE,46,139,PPBM,MOHD NAZRI,MALE,,70,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,3,0,TRUE
P.014_N.25_014/25/21_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,2,365,UMNO,DATO' SHAIFUL HAZIZY,MALE,,76,PKR,NURIN AINA,FEMALE,46,131,PPBM,MOHD NAZRI,MALE,,146,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,4,0,TRUE
P.014_N.25_014/25/21_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,3,363,UMNO,DATO' SHAIFUL HAZIZY,MALE,,46,PKR,NURIN AINA,FEMALE,46,192,PPBM,MOHD NAZRI,MALE,,114,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,7,0,TRUE
P.014_N.25_014/25/21_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,4,523,UMNO,DATO' SHAIFUL HAZIZY,MALE,,50,PKR,NURIN AINA,FEMALE,46,329,PPBM,MOHD NAZRI,MALE,,137,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,1,0,TRUE
P.014_N.25_014/25/21_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,5,466,UMNO,DATO' SHAIFUL HAZIZY,MALE,,46,PKR,NURIN AINA,FEMALE,46,253,PPBM,MOHD NAZRI,MALE,,157,PEJUANG,DATUK MOSIN RAZAK,MALE,,9,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,0,0,TRUE
P.014_N.25_014/25/21_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,6,444,UMNO,DATO' SHAIFUL HAZIZY,MALE,,44,PKR,NURIN AINA,FEMALE,46,189,PPBM,MOHD NAZRI,MALE,,196,PEJUANG,DATUK MOSIN RAZAK,MALE,,13,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,1,0,TRUE
P.014_N.25_014/25/21_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,7,438,UMNO,DATO' SHAIFUL HAZIZY,MALE,,42,PKR,NURIN AINA,FEMALE,46,187,PPBM,MOHD NAZRI,MALE,,208,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,0,0,TRUE
P.014_N.25_014/25/21_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,8,492,UMNO,DATO' SHAIFUL HAZIZY,MALE,,29,PKR,NURIN AINA,FEMALE,46,244,PPBM,MOHD NAZRI,MALE,,209,PEJUANG,DATUK MOSIN RAZAK,MALE,,7,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,1,0,TRUE
P.014_N.25_014/25/21_9,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/21,TAMAN RIA SELATAN,KOLEJ VOKASIONAL SUNGAI PETANI 1,9,512,UMNO,DATO' SHAIFUL HAZIZY,MALE,,33,PKR,NURIN AINA,FEMALE,46,262,PPBM,MOHD NAZRI,MALE,,211,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,2,0,TRUE
P.014_N.26_014/26/01_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",1,328,UMNO,DATO' SHAIFUL HAZIZY,MALE,,123,PKR,NURIN AINA,FEMALE,46,34,PPBM,MOHD NAZRI,MALE,,152,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,10,0,TRUE
P.014_N.26_014/26/01_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",2,393,UMNO,DATO' SHAIFUL HAZIZY,MALE,,110,PKR,NURIN AINA,FEMALE,46,25,PPBM,MOHD NAZRI,MALE,,243,PEJUANG,DATUK MOSIN RAZAK,MALE,,9,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,5,0,TRUE
P.014_N.26_014/26/01_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",3,635,UMNO,DATO' SHAIFUL HAZIZY,MALE,,117,PKR,NURIN AINA,FEMALE,46,49,PPBM,MOHD NAZRI,MALE,,447,PEJUANG,DATUK MOSIN RAZAK,MALE,,12,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,5,0,TRUE
P.014_N.26_014/26/01_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",4,571,UMNO,DATO' SHAIFUL HAZIZY,MALE,,76,PKR,NURIN AINA,FEMALE,46,51,PPBM,MOHD NAZRI,MALE,,435,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,3,0,TRUE
P.014_N.26_014/26/01_5,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",5,548,UMNO,DATO' SHAIFUL HAZIZY,MALE,,67,PKR,NURIN AINA,FEMALE,46,46,PPBM,MOHD NAZRI,MALE,,424,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,4,0,TRUE
P.014_N.26_014/26/01_6,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",6,602,UMNO,DATO' SHAIFUL HAZIZY,MALE,,66,PKR,NURIN AINA,FEMALE,46,59,PPBM,MOHD NAZRI,MALE,,473,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,1,0,TRUE
P.014_N.26_014/26/01_7,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/01,BUJANG,"MAKTAB RENDAH SAINS MARA, MERBOK",7,650,UMNO,DATO' SHAIFUL HAZIZY,MALE,,68,PKR,NURIN AINA,FEMALE,46,36,PPBM,MOHD NAZRI,MALE,,541,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0,0,TRUE
P.014_N.26_014/26/02_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/02,PEKAN SABTU MERBOK,"SEKOLAH JENIS KEBANGSAAN (CINA) SIN HWA, MERBOK",1,346,UMNO,DATO' SHAIFUL HAZIZY,MALE,,97,PKR,NURIN AINA,FEMALE,46,98,PPBM,MOHD NAZRI,MALE,,138,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,6,0,TRUE
P.014_N.26_014/26/02_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/02,PEKAN SABTU MERBOK,"SEKOLAH JENIS KEBANGSAAN (CINA) SIN HWA, MERBOK",2,487,UMNO,DATO' SHAIFUL HAZIZY,MALE,,67,PKR,NURIN AINA,FEMALE,46,131,PPBM,MOHD NAZRI,MALE,,288,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,1,0,TRUE
P.014_N.26_014/26/02_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/02,PEKAN SABTU MERBOK,"SEKOLAH JENIS KEBANGSAAN (CINA) SIN HWA, MERBOK",3,477,UMNO,DATO' SHAIFUL HAZIZY,MALE,,75,PKR,NURIN AINA,FEMALE,46,124,PPBM,MOHD NAZRI,MALE,,275,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,2,0,TRUE
P.014_N.26_014/26/03_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/03,SIMPANG TIGA PASIR,"SEKOLAH KEBANGSAAN MERBOK (PUSAT), MERBOK",1,379,UMNO,DATO' SHAIFUL HAZIZY,MALE,,98,PKR,NURIN AINA,FEMALE,46,15,PPBM,MOHD NAZRI,MALE,,259,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,6,0,TRUE
P.014_N.26_014/26/03_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/03,SIMPANG TIGA PASIR,"SEKOLAH KEBANGSAAN MERBOK (PUSAT), MERBOK",2,467,UMNO,DATO' SHAIFUL HAZIZY,MALE,,73,PKR,NURIN AINA,FEMALE,46,19,PPBM,MOHD NAZRI,MALE,,365,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,5,1,TRUE
P.014_N.26_014/26/03_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/03,SIMPANG TIGA PASIR,"SEKOLAH KEBANGSAAN MERBOK (PUSAT), MERBOK",3,431,UMNO,DATO' SHAIFUL HAZIZY,MALE,,34,PKR,NURIN AINA,FEMALE,46,27,PPBM,MOHD NAZRI,MALE,,366,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,1,0,TRUE
P.014_N.26_014/26/03_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/03,SIMPANG TIGA PASIR,"SEKOLAH KEBANGSAAN MERBOK (PUSAT), MERBOK",4,514,UMNO,DATO' SHAIFUL HAZIZY,MALE,,53,PKR,NURIN AINA,FEMALE,46,21,PPBM,MOHD NAZRI,MALE,,436,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,2,0,TRUE
P.014_N.26_014/26/04_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/04,PEKAN MERBOK,"SEKOLAH MENENGAH KEBANGSAAN MERBOK, MERBOK",1,361,UMNO,DATO' SHAIFUL HAZIZY,MALE,,99,PKR,NURIN AINA,FEMALE,46,51,PPBM,MOHD NAZRI,MALE,,194,PEJUANG,DATUK MOSIN RAZAK,MALE,,7,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,7,0,TRUE
P.014_N.26_014/26/04_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/04,PEKAN MERBOK,"SEKOLAH MENENGAH KEBANGSAAN MERBOK, MERBOK",2,493,UMNO,DATO' SHAIFUL HAZIZY,MALE,,89,PKR,NURIN AINA,FEMALE,46,46,PPBM,MOHD NAZRI,MALE,,343,PEJUANG,DATUK MOSIN RAZAK,MALE,,8,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,5,0,TRUE
P.014_N.26_014/26/04_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/04,PEKAN MERBOK,"SEKOLAH MENENGAH KEBANGSAAN MERBOK, MERBOK",3,499,UMNO,DATO' SHAIFUL HAZIZY,MALE,,61,PKR,NURIN AINA,FEMALE,46,36,PPBM,MOHD NAZRI,MALE,,397,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,1,0,TRUE
P.014_N.26_014/26/05_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/05,KAMPUNG PASIR,"SEKOLAH KEBANGSAAN KAMPONG PASIR, MERBOK",1,376,UMNO,DATO' SHAIFUL HAZIZY,MALE,,132,PKR,NURIN AINA,FEMALE,46,13,PPBM,MOHD NAZRI,MALE,,215,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,12,0,TRUE
P.014_N.26_014/26/05_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/05,KAMPUNG PASIR,"SEKOLAH KEBANGSAAN KAMPONG PASIR, MERBOK",2,366,UMNO,DATO' SHAIFUL HAZIZY,MALE,,64,PKR,NURIN AINA,FEMALE,46,15,PPBM,MOHD NAZRI,MALE,,282,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,2,0,TRUE
P.014_N.26_014/26/05_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/05,KAMPUNG PASIR,"SEKOLAH KEBANGSAAN KAMPONG PASIR, MERBOK",3,387,UMNO,DATO' SHAIFUL HAZIZY,MALE,,54,PKR,NURIN AINA,FEMALE,46,17,PPBM,MOHD NAZRI,MALE,,315,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,1,0,TRUE
P.014_N.26_014/26/06_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/06,KAMPUNG HUMA,"SEKOLAH KEBANGSAAN TANJONG DAWAI, TANJONG DAWAI",1,369,UMNO,DATO' SHAIFUL HAZIZY,MALE,,136,PKR,NURIN AINA,FEMALE,46,29,PPBM,MOHD NAZRI,MALE,,190,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,8,0,TRUE
P.014_N.26_014/26/06_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/06,KAMPUNG HUMA,"SEKOLAH KEBANGSAAN TANJONG DAWAI, TANJONG DAWAI",2,427,UMNO,DATO' SHAIFUL HAZIZY,MALE,,85,PKR,NURIN AINA,FEMALE,46,26,PPBM,MOHD NAZRI,MALE,,304,PEJUANG,DATUK MOSIN RAZAK,MALE,,8,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,2,0,TRUE
P.014_N.26_014/26/06_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/06,KAMPUNG HUMA,"SEKOLAH KEBANGSAAN TANJONG DAWAI, TANJONG DAWAI",3,487,UMNO,DATO' SHAIFUL HAZIZY,MALE,,91,PKR,NURIN AINA,FEMALE,46,23,PPBM,MOHD NAZRI,MALE,,369,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,2,0,TRUE
P.014_N.26_014/26/07_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/07,TANJONG DAWAI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG CHENG, TANJONG DAWAI",1,324,UMNO,DATO' SHAIFUL HAZIZY,MALE,,98,PKR,NURIN AINA,FEMALE,46,109,PPBM,MOHD NAZRI,MALE,,107,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,5,0,TRUE
P.014_N.26_014/26/07_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/07,TANJONG DAWAI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG CHENG, TANJONG DAWAI",2,362,UMNO,DATO' SHAIFUL HAZIZY,MALE,,68,PKR,NURIN AINA,FEMALE,46,110,PPBM,MOHD NAZRI,MALE,,164,PEJUANG,DATUK MOSIN RAZAK,MALE,,12,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,5,0,TRUE
P.014_N.26_014/26/07_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/07,TANJONG DAWAI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG CHENG, TANJONG DAWAI",3,443,UMNO,DATO' SHAIFUL HAZIZY,MALE,,101,PKR,NURIN AINA,FEMALE,46,118,PPBM,MOHD NAZRI,MALE,,212,PEJUANG,DATUK MOSIN RAZAK,MALE,,10,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,1,0,TRUE
P.014_N.26_014/26/07_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/07,TANJONG DAWAI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG CHENG, TANJONG DAWAI",4,423,UMNO,DATO' SHAIFUL HAZIZY,MALE,,46,PKR,NURIN AINA,FEMALE,46,62,PPBM,MOHD NAZRI,MALE,,305,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,4,0,TRUE
