UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE SEX,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.134_N.02_134/02/04_6,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/04,PENGKALAN BALAK,SEKOLAH KEBANGSAAN PENGKALAN BALAK,6,345,UMNO,DATUK SERI AB RAUF,MALE,60,141,PKR,ZAINAL BIN HASSAN,MALE,59,22,PPBM,MAS ERMIEYATI,FEMALE,45,182,,,,,,,,,,,,,,,,,,,,,345,0,0,1,1,,,
P.134_N.02_134/02/05_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/05,PASIR GEMBOR,SEKOLAH KEBANGSAAN TANJONG BIDARA,1,232,UMNO,DATUK SERI AB RAUF,MALE,60,127,PKR,ZAINAL BIN HASSAN,MALE,59,17,PPBM,MAS ERMIEYATI,FEMALE,45,86,,,,,,,,,,,,,,,,,,,,,230,2,0,1,1,,,
P.134_N.02_134/02/05_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/05,PASIR GEMBOR,SEKOLAH KEBANGSAAN TANJONG BIDARA,2,287,UMNO,DATUK SERI AB RAUF,MALE,60,170,PKR,ZAINAL BIN HASSAN,MALE,59,18,PPBM,MAS ERMIEYATI,FEMALE,45,98,,,,,,,,,,,,,,,,,,,,,286,1,0,1,1,,,
P.134_N.02_134/02/05_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/05,PASIR GEMBOR,SEKOLAH KEBANGSAAN TANJONG BIDARA,3,438,UMNO,DATUK SERI AB RAUF,MALE,60,203,PKR,ZAINAL BIN HASSAN,MALE,59,21,PPBM,MAS ERMIEYATI,FEMALE,45,211,,,,,,,,,,,,,,,,,,,,,435,3,0,1,1,,,
P.134_N.02_134/02/05_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/05,PASIR GEMBOR,SEKOLAH KEBANGSAAN TANJONG BIDARA,4,409,UMNO,DATUK SERI AB RAUF,MALE,60,151,PKR,ZAINAL BIN HASSAN,MALE,59,16,PPBM,MAS ERMIEYATI,FEMALE,45,242,,,,,,,,,,,,,,,,,,,,,409,0,0,1,1,,,
P.134_N.02_134/02/05_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/05,PASIR GEMBOR,SEKOLAH KEBANGSAAN TANJONG BIDARA,5,364,UMNO,DATUK SERI AB RAUF,MALE,60,143,PKR,ZAINAL BIN HASSAN,MALE,59,14,PPBM,MAS ERMIEYATI,FEMALE,45,202,,,,,,,,,,,,,,,,,,,,,359,5,0,1,1,,,
P.134_N.02_134/02/05_6,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,134/02/05,PASIR GEMBOR,SEKOLAH KEBANGSAAN TANJONG BIDARA,6,377,UMNO,DATUK SERI AB RAUF,MALE,60,169,PKR,ZAINAL BIN HASSAN,MALE,59,6,PPBM,MAS ERMIEYATI,FEMALE,45,200,,,,,,,,,,,,,,,,,,,,,375,2,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,JUMLAH,,,,,23,7344,x,,,,3559,x,,,,489,x,,,,3195,,,,,,,,,,,,,,,,,,,,,7243,77,24,x,x,,,
P.134_N.03_134/03/UNDI POS_1,MELAKA,POSTAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/UNDI POS,UNDI POS,UNDI POS,1,200,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,80,PAN,KAK MAZ,FEMALE,56,12,PPBM,DR. NORDINA,FEMALE,40,80,,,,,,,,,,,,,,,,,,,,,172,9,19,1,1,,,
P.134_N.03_134/03/00_1,MELAKA,EARLY VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/00,UNDI AWAL,BILIK TAKLIMAT BALAI POLIS LUBOK CHINA,1,11,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,4,PAN,KAK MAZ,FEMALE,56,0,PPBM,DR. NORDINA,FEMALE,40,7,,,,,,,,,,,,,,,,,,,,,11,0,0,1,1,,,
P.134_N.03_134/03/01_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/01,SUNGAI SIPUT,SEKOLAH KEBANGSAAN SUNGAI SIPUT,1,194,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,115,PAN,KAK MAZ,FEMALE,56,14,PPBM,DR. NORDINA,FEMALE,40,58,,,,,,,,,,,,,,,,,,,,,187,7,0,1,1,,,
P.134_N.03_134/03/01_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/01,SUNGAI SIPUT,SEKOLAH KEBANGSAAN SUNGAI SIPUT,2,269,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,113,PAN,KAK MAZ,FEMALE,56,27,PPBM,DR. NORDINA,FEMALE,40,124,,,,,,,,,,,,,,,,,,,,,264,5,0,1,1,,,
P.134_N.03_134/03/02_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/02,SUNGAI JERNEH,SEKOLAH KEBANGSAAN SUNGAI JERNEH,1,245,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,158,PAN,KAK MAZ,FEMALE,56,12,PPBM,DR. NORDINA,FEMALE,40,66,,,,,,,,,,,,,,,,,,,,,236,9,0,1,1,,,
P.134_N.03_134/03/03_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/03,RAMUAN CHINA KECHIL,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,1,196,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,120,PAN,KAK MAZ,FEMALE,56,21,PPBM,DR. NORDINA,FEMALE,40,53,,,,,,,,,,,,,,,,,,,,,194,2,0,1,1,,,
P.134_N.03_134/03/03_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/03,RAMUAN CHINA KECHIL,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,2,266,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,127,PAN,KAK MAZ,FEMALE,56,42,PPBM,DR. NORDINA,FEMALE,40,96,,,,,,,,,,,,,,,,,,,,,265,1,0,1,1,,,
P.134_N.03_134/03/03_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/03,RAMUAN CHINA KECHIL,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,3,281,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,138,PAN,KAK MAZ,FEMALE,56,34,PPBM,DR. NORDINA,FEMALE,40,109,,,,,,,,,,,,,,,,,,,,,281,0,0,1,1,,,
P.134_N.03_134/03/03_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/03,RAMUAN CHINA KECHIL,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,4,225,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,98,PAN,KAK MAZ,FEMALE,56,17,PPBM,DR. NORDINA,FEMALE,40,110,,,,,,,,,,,,,,,,,,,,,225,0,0,1,1,,,
P.134_N.03_134/03/03_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/03,RAMUAN CHINA KECHIL,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,5,223,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,105,PAN,KAK MAZ,FEMALE,56,15,PPBM,DR. NORDINA,FEMALE,40,103,,,,,,,,,,,,,,,,,,,,,223,0,0,1,1,,,
P.134_N.03_134/03/04_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/04,FELCRA RAMUAN CHINA KECHIL,SEKOLAH RENDAH AGAMA (JAIM) FELCRA RAMUAN CHINA KECHIL,1,272,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,158,PAN,KAK MAZ,FEMALE,56,35,PPBM,DR. NORDINA,FEMALE,40,77,,,,,,,,,,,,,,,,,,,,,270,2,0,1,1,,,
P.134_N.03_134/03/04_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/04,FELCRA RAMUAN CHINA KECHIL,SEKOLAH RENDAH AGAMA (JAIM) FELCRA RAMUAN CHINA KECHIL,2,326,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,135,PAN,KAK MAZ,FEMALE,56,44,PPBM,DR. NORDINA,FEMALE,40,144,,,,,,,,,,,,,,,,,,,,,323,3,0,1,1,,,
P.134_N.03_134/03/05_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/05,RAMUAN CHINA BESAR,SEKOLAH KEBANGSAAN RAMUAN CHINA BESAR,1,191,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,118,PAN,KAK MAZ,FEMALE,56,22,PPBM,DR. NORDINA,FEMALE,40,49,,,,,,,,,,,,,,,,,,,,,189,2,0,1,1,,,
P.134_N.03_134/03/05_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/05,RAMUAN CHINA BESAR,SEKOLAH KEBANGSAAN RAMUAN CHINA BESAR,2,269,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,144,PAN,KAK MAZ,FEMALE,56,37,PPBM,DR. NORDINA,FEMALE,40,82,,,,,,,,,,,,,,,,,,,,,263,5,1,1,1,,,
P.134_N.03_134/03/05_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/05,RAMUAN CHINA BESAR,SEKOLAH KEBANGSAAN RAMUAN CHINA BESAR,3,323,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,146,PAN,KAK MAZ,FEMALE,56,39,PPBM,DR. NORDINA,FEMALE,40,137,,,,,,,,,,,,,,,,,,,,,322,1,0,1,1,,,
P.134_N.03_134/03/05_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/05,RAMUAN CHINA BESAR,SEKOLAH KEBANGSAAN RAMUAN CHINA BESAR,4,290,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,136,PAN,KAK MAZ,FEMALE,56,27,PPBM,DR. NORDINA,FEMALE,40,125,,,,,,,,,,,,,,,,,,,,,288,2,0,1,1,,,
P.134_N.03_134/03/05_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/05,RAMUAN CHINA BESAR,SEKOLAH KEBANGSAAN RAMUAN CHINA BESAR,5,303,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,139,PAN,KAK MAZ,FEMALE,56,24,PPBM,DR. NORDINA,FEMALE,40,140,,,,,,,,,,,,,,,,,,,,,303,0,0,1,1,,,
P.134_N.03_134/03/06_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,1,218,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,148,PAN,KAK MAZ,FEMALE,56,21,PPBM,DR. NORDINA,FEMALE,40,44,,,,,,,,,,,,,,,,,,,,,213,5,0,1,1,,,
P.134_N.03_134/03/06_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,2,266,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,157,PAN,KAK MAZ,FEMALE,56,30,PPBM,DR. NORDINA,FEMALE,40,75,,,,,,,,,,,,,,,,,,,,,262,4,0,1,1,,,
P.134_N.03_134/03/06_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,3,411,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,217,PAN,KAK MAZ,FEMALE,56,45,PPBM,DR. NORDINA,FEMALE,40,143,,,,,,,,,,,,,,,,,,,,,405,6,0,1,1,,,
P.134_N.03_134/03/06_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,4,333,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,154,PAN,KAK MAZ,FEMALE,56,55,PPBM,DR. NORDINA,FEMALE,40,123,,,,,,,,,,,,,,,,,,,,,332,1,0,1,1,,,
P.134_N.03_134/03/06_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,5,311,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,147,PAN,KAK MAZ,FEMALE,56,40,PPBM,DR. NORDINA,FEMALE,40,121,,,,,,,,,,,,,,,,,,,,,308,3,0,1,1,,,
P.134_N.03_134/03/06_6,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,6,307,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,129,PAN,KAK MAZ,FEMALE,56,34,PPBM,DR. NORDINA,FEMALE,40,140,,,,,,,,,,,,,,,,,,,,,303,4,0,1,1,,,
P.134_N.03_134/03/06_7,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/06,KAMPUNG LEKOK,SEKOLAH KEBANGSAAN DEMANG TAHA,7,332,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,165,PAN,KAK MAZ,FEMALE,56,39,PPBM,DR. NORDINA,FEMALE,40,127,,,,,,,,,,,,,,,,,,,,,331,1,0,1,1,,,
P.134_N.03_134/03/07_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/07,KAMPUNG PINANG,SEKOLAH KEBANGSAAN AYER LIMAU,1,184,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,127,PAN,KAK MAZ,FEMALE,56,11,PPBM,DR. NORDINA,FEMALE,40,44,,,,,,,,,,,,,,,,,,,,,182,2,0,1,1,,,
P.134_N.03_134/03/07_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/07,KAMPUNG PINANG,SEKOLAH KEBANGSAAN AYER LIMAU,2,225,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,141,PAN,KAK MAZ,FEMALE,56,25,PPBM,DR. NORDINA,FEMALE,40,57,,,,,,,,,,,,,,,,,,,,,223,2,0,1,1,,,
P.134_N.03_134/03/07_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/07,KAMPUNG PINANG,SEKOLAH KEBANGSAAN AYER LIMAU,3,305,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,171,PAN,KAK MAZ,FEMALE,56,30,PPBM,DR. NORDINA,FEMALE,40,103,,,,,,,,,,,,,,,,,,,,,304,1,0,1,1,,,
P.134_N.03_134/03/07_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/07,KAMPUNG PINANG,SEKOLAH KEBANGSAAN AYER LIMAU,4,256,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,124,PAN,KAK MAZ,FEMALE,56,26,PPBM,DR. NORDINA,FEMALE,40,105,,,,,,,,,,,,,,,,,,,,,255,1,0,1,1,,,
P.134_N.03_134/03/07_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.03,AYER LIMAU,134/03/07,KAMPUNG PINANG,SEKOLAH KEBANGSAAN AYER LIMAU,5,257,UMNO,DATUK HJ HAMEED BASHEER,MALE,48,124,PAN,KAK MAZ,FEMALE,56,20,PPBM,DR. NORDINA,FEMALE,40,111,,,,,,,,,,,,,,,,,,,,,255,2,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
,,,,,JUMLAH,,,,,29,7489,x,,,,3838,x,,,,798,x,,,,2753,,,,,,,,,,,,,,,,,,,,,7389,80,20,1,1,,,
P.134_N.04_134/04/UNDI POS_1,MELAKA,POSTAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/UNDI POS,UNDI POS,UNDI POS,1,150,UMNO,SULAIMAN MD ALI,MALE,56,93,PKR,ASRI IBRAHIM,MALE,35,13,PPBM,MEJAR DOLAH,MALE,51,22,,,,,,,,,,,,,,,,,,,,,128,10,12,1,1,,,
P.134_N.04_134/04/00_1,MELAKA,EARLY VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS MASJID TANAH,1,41,UMNO,SULAIMAN MD ALI,MALE,56,34,PKR,ASRI IBRAHIM,MALE,35,2,PPBM,MEJAR DOLAH,MALE,51,5,,,,,,,,,,,,,,,,,,,,,41,0,0,1,1,,,
P.134_N.04_134/04/00_1,MELAKA,EARLY VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/00,UNDI AWAL,BILIK GERAKAN 96 DPP,1,245,UMNO,SULAIMAN MD ALI,MALE,56,151,PKR,ASRI IBRAHIM,MALE,35,17,PPBM,MEJAR DOLAH,MALE,51,75,,,,,,,,,,,,,,,,,,,,,243,2,0,1,1,,,
P.134_N.04_134/04/01_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,1,176,UMNO,SULAIMAN MD ALI,MALE,56,84,PKR,ASRI IBRAHIM,MALE,35,66,PPBM,MEJAR DOLAH,MALE,51,22,,,,,,,,,,,,,,,,,,,,,172,4,0,1,1,,,
P.134_N.04_134/04/01_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,2,250,UMNO,SULAIMAN MD ALI,MALE,56,142,PKR,ASRI IBRAHIM,MALE,35,80,PPBM,MEJAR DOLAH,MALE,51,26,,,,,,,,,,,,,,,,,,,,,248,2,0,1,1,,,
P.134_N.04_134/04/01_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,3,254,UMNO,SULAIMAN MD ALI,MALE,56,142,PKR,ASRI IBRAHIM,MALE,35,71,PPBM,MEJAR DOLAH,MALE,51,38,,,,,,,,,,,,,,,,,,,,,251,3,0,1,1,,,
P.134_N.04_134/04/01_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,4,332,UMNO,SULAIMAN MD ALI,MALE,56,173,PKR,ASRI IBRAHIM,MALE,35,83,PPBM,MEJAR DOLAH,MALE,51,76,,,,,,,,,,,,,,,,,,,,,332,0,0,1,1,,,
P.134_N.04_134/04/01_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,5,280,UMNO,SULAIMAN MD ALI,MALE,56,128,PKR,ASRI IBRAHIM,MALE,35,93,PPBM,MEJAR DOLAH,MALE,51,57,,,,,,,,,,,,,,,,,,,,,278,2,0,1,1,,,
P.134_N.04_134/04/01_6,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,6,275,UMNO,SULAIMAN MD ALI,MALE,56,143,PKR,ASRI IBRAHIM,MALE,35,61,PPBM,MEJAR DOLAH,MALE,51,69,,,,,,,,,,,,,,,,,,,,,273,2,0,1,1,,,
P.134_N.04_134/04/01_7,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/01,PEKAN MASJID TANAH,SEKOLAH KEBANGSAAN SRI LAKSAMANA,7,320,UMNO,SULAIMAN MD ALI,MALE,56,179,PKR,ASRI IBRAHIM,MALE,35,50,PPBM,MEJAR DOLAH,MALE,51,86,,,,,,,,,,,,,,,,,,,,,315,5,0,1,1,,,
P.134_N.04_134/04/02_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/02,DURIAN DAUN,SEKOLAH KEBANGSAAN DURIAN DAUN (K),1,224,UMNO,SULAIMAN MD ALI,MALE,56,193,PKR,ASRI IBRAHIM,MALE,35,9,PPBM,MEJAR DOLAH,MALE,51,22,,,,,,,,,,,,,,,,,,,,,224,0,0,1,1,,,
P.134_N.04_134/04/02_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/02,DURIAN DAUN,SEKOLAH KEBANGSAAN DURIAN DAUN (K),2,277,UMNO,SULAIMAN MD ALI,MALE,56,228,PKR,ASRI IBRAHIM,MALE,35,11,PPBM,MEJAR DOLAH,MALE,51,34,,,,,,,,,,,,,,,,,,,,,273,4,0,1,1,,,
P.134_N.04_134/04/02_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/02,DURIAN DAUN,SEKOLAH KEBANGSAAN DURIAN DAUN (K),3,376,UMNO,SULAIMAN MD ALI,MALE,56,262,PKR,ASRI IBRAHIM,MALE,35,33,PPBM,MEJAR DOLAH,MALE,51,80,,,,,,,,,,,,,,,,,,,,,375,1,0,1,1,,,
P.134_N.04_134/04/02_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/02,DURIAN DAUN,SEKOLAH KEBANGSAAN DURIAN DAUN (K),4,338,UMNO,SULAIMAN MD ALI,MALE,56,247,PKR,ASRI IBRAHIM,MALE,35,20,PPBM,MEJAR DOLAH,MALE,51,70,,,,,,,,,,,,,,,,,,,,,337,1,0,1,1,,,
P.134_N.04_134/04/02_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/02,DURIAN DAUN,SEKOLAH KEBANGSAAN DURIAN DAUN (K),5,337,UMNO,SULAIMAN MD ALI,MALE,56,234,PKR,ASRI IBRAHIM,MALE,35,16,PPBM,MEJAR DOLAH,MALE,51,87,,,,,,,,,,,,,,,,,,,,,337,0,0,1,1,,,
P.134_N.04_134/04/03_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/03,SUNGAI BARU HULU,SEKOLAH KEBANGSAAN DATUK TAMBICHIK KARIM,1,222,UMNO,SULAIMAN MD ALI,MALE,56,163,PKR,ASRI IBRAHIM,MALE,35,19,PPBM,MEJAR DOLAH,MALE,51,30,,,,,,,,,,,,,,,,,,,,,212,10,0,1,1,,,
P.134_N.04_134/04/03_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/03,SUNGAI BARU HULU,SEKOLAH KEBANGSAAN DATUK TAMBICHIK KARIM,2,264,UMNO,SULAIMAN MD ALI,MALE,56,188,PKR,ASRI IBRAHIM,MALE,35,22,PPBM,MEJAR DOLAH,MALE,51,53,,,,,,,,,,,,,,,,,,,,,263,1,0,1,1,,,
P.134_N.04_134/04/03_3,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/03,SUNGAI BARU HULU,SEKOLAH KEBANGSAAN DATUK TAMBICHIK KARIM,3,330,UMNO,SULAIMAN MD ALI,MALE,56,195,PKR,ASRI IBRAHIM,MALE,35,23,PPBM,MEJAR DOLAH,MALE,51,107,,,,,,,,,,,,,,,,,,,,,325,5,0,1,1,,,
P.134_N.04_134/04/03_4,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/03,SUNGAI BARU HULU,SEKOLAH KEBANGSAAN DATUK TAMBICHIK KARIM,4,279,UMNO,SULAIMAN MD ALI,MALE,56,165,PKR,ASRI IBRAHIM,MALE,35,31,PPBM,MEJAR DOLAH,MALE,51,82,,,,,,,,,,,,,,,,,,,,,278,1,0,1,1,,,
P.134_N.04_134/04/03_5,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/03,SUNGAI BARU HULU,SEKOLAH KEBANGSAAN DATUK TAMBICHIK KARIM,5,247,UMNO,SULAIMAN MD ALI,MALE,56,147,PKR,ASRI IBRAHIM,MALE,35,25,PPBM,MEJAR DOLAH,MALE,51,71,,,,,,,,,,,,,,,,,,,,,243,4,0,1,1,,,
P.134_N.04_134/04/03_6,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/03,SUNGAI BARU HULU,SEKOLAH KEBANGSAAN DATUK TAMBICHIK KARIM,6,294,UMNO,SULAIMAN MD ALI,MALE,56,174,PKR,ASRI IBRAHIM,MALE,35,21,PPBM,MEJAR DOLAH,MALE,51,94,,,,,,,,,,,,,,,,,,,,,289,5,0,1,1,,,
P.134_N.04_134/04/04_1,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/04,PEKAN LENDU,SEKOLAH KEBANGSAAN LENDU,1,238,UMNO,SULAIMAN MD ALI,MALE,56,180,PKR,ASRI IBRAHIM,MALE,35,41,PPBM,MEJAR DOLAH,MALE,51,14,,,,,,,,,,,,,,,,,,,,,235,3,0,1,1,,,
P.134_N.04_134/04/04_2,MELAKA,NORMAL VOTE,P.134,MASJID TANAH,N.04,LENDU,134/04/04,PEKAN LENDU,SEKOLAH KEBANGSAAN LENDU,2,261,UMNO,SULAIMAN MD ALI,MALE,56,180,PKR,ASRI IBRAHIM,MALE,35,58,PPBM,MEJAR DOLAH,MALE,51,19,,,,,,,,,,,,,,,,,,,,,257,4,0,1,1,,,
