UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.023_N.16_023/16/11_3,KELANTAN,NORMAL VOTE,P.023,RANTAU PANJANG,N.16,APAM PUTRA,023/16/11,BUKIT TUKU,SEKOLAH KEBANGSAAN BUKIT PERAH,3,365,UMNO,DATUK AKBAR,MALE,46,147,,,,,,PAS,ABE ZAM,MALE,52,218,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,0,1,1,,,
P.023_N.16_023/16/12_1,KELANTAN,NORMAL VOTE,P.023,RANTAU PANJANG,N.16,APAM PUTRA,023/16/12,BAROH PIAL,SEKOLAH KEBANGSAAN BAROH PIAL,1,299,UMNO,DATUK AKBAR,MALE,46,147,,,,,,PAS,ABE ZAM,MALE,52,146,,,,,,,,,,,,,,,,,,,,,,,,,,293,6,0,1,1,,,
P.023_N.16_023/16/12_2,KELANTAN,NORMAL VOTE,P.023,RANTAU PANJANG,N.16,APAM PUTRA,023/16/12,BAROH PIAL,SEKOLAH KEBANGSAAN BAROH PIAL,2,303,UMNO,DATUK AKBAR,MALE,46,104,,,,,,PAS,ABE ZAM,MALE,52,195,,,,,,,,,,,,,,,,,,,,,,,,,,299,4,0,1,1,,,
P.023_N.16_023/16/12_3,KELANTAN,NORMAL VOTE,P.023,RANTAU PANJANG,N.16,APAM PUTRA,023/16/12,BAROH PIAL,SEKOLAH KEBANGSAAN BAROH PIAL,3,310,UMNO,DATUK AKBAR,MALE,46,126,,,,,,PAS,ABE ZAM,MALE,52,184,,,,,,,,,,,,,,,,,,,,,,,,,,310,0,0,1,1,,,
P.023_N.16_023/16/13_1,KELANTAN,NORMAL VOTE,P.023,RANTAU PANJANG,N.16,APAM PUTRA,023/16/13,CHANDAN,SMU (A) AL-BALAGHUL MUBIN RONG CHENOK,1,112,UMNO,DATUK AKBAR,MALE,46,51,,,,,,PAS,ABE ZAM,MALE,52,57,,,,,,,,,,,,,,,,,,,,,,,,,,108,4,0,1,1,,,
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
P.024_N.17_024/17/UNDI POS_1,KELANTAN,POSTAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/UNDI POS,UNDI POS,UNDI POS,1,410,UMNO,ADIK MAD,MALE,39,102,,,,,,PAS,ABE JOE,MALE,43,224,,,,,,,,,,,,,,,,,,,,,,,,,,326,28,56,1,1,,,
P.024_N.17_024/17/01_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/01,WAKAF ZAIN,SEKOLAH KEBANGSAAN PENDEK,1,196,UMNO,ADIK MAD,MALE,39,78,,,,,,PAS,ABE JOE,MALE,43,115,,,,,,,,,,,,,,,,,,,,,,,,,,193,3,0,1,1,,,
P.024_N.17_024/17/01_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/01,WAKAF ZAIN,SEKOLAH KEBANGSAAN PENDEK,2,201,UMNO,ADIK MAD,MALE,39,67,,,,,,PAS,ABE JOE,MALE,43,133,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,0,1,1,,,
P.024_N.17_024/17/02_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/02,KOTA SELATAN,SEKOLAH KEBANGSAAN SERI KOTA,1,296,UMNO,ADIK MAD,MALE,39,129,,,,,,PAS,ABE JOE,MALE,43,166,,,,,,,,,,,,,,,,,,,,,,,,,,295,1,0,1,1,,,
P.024_N.17_024/17/02_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/02,KOTA SELATAN,SEKOLAH KEBANGSAAN SERI KOTA,2,308,UMNO,ADIK MAD,MALE,39,113,,,,,,PAS,ABE JOE,MALE,43,194,,,,,,,,,,,,,,,,,,,,,,,,,,307,1,0,1,1,,,
P.024_N.17_024/17/02_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/02,KOTA SELATAN,SEKOLAH KEBANGSAAN SERI KOTA,3,394,UMNO,ADIK MAD,MALE,39,122,,,,,,PAS,ABE JOE,MALE,43,270,,,,,,,,,,,,,,,,,,,,,,,,,,392,2,0,1,1,,,
P.024_N.17_024/17/02_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/02,KOTA SELATAN,SEKOLAH KEBANGSAAN SERI KOTA,4,369,UMNO,ADIK MAD,MALE,39,152,,,,,,PAS,ABE JOE,MALE,43,214,,,,,,,,,,,,,,,,,,,,,,,,,,366,3,0,1,1,,,
P.024_N.17_024/17/02_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/02,KOTA SELATAN,SEKOLAH KEBANGSAAN SERI KOTA,5,461,UMNO,ADIK MAD,MALE,39,180,,,,,,PAS,ABE JOE,MALE,43,280,,,,,,,,,,,,,,,,,,,,,,,,,,460,1,0,1,1,,,
P.024_N.17_024/17/03_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/03,PENDEK,SEKOLAH KEBANGSAAN PENDEK,3,306,UMNO,ADIK MAD,MALE,39,107,,,,,,PAS,ABE JOE,MALE,43,197,,,,,,,,,,,,,,,,,,,,,,,,,,304,2,0,1,1,,,
P.024_N.17_024/17/03_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/03,PENDEK,SEKOLAH KEBANGSAAN PENDEK,4,341,UMNO,ADIK MAD,MALE,39,107,,,,,,PAS,ABE JOE,MALE,43,234,,,,,,,,,,,,,,,,,,,,,,,,,,341,0,0,1,1,,,
P.024_N.17_024/17/03_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/03,PENDEK,SEKOLAH KEBANGSAAN PENDEK,5,420,UMNO,ADIK MAD,MALE,39,109,,,,,,PAS,ABE JOE,MALE,43,307,,,,,,,,,,,,,,,,,,,,,,,,,,416,4,0,1,1,,,
P.024_N.17_024/17/03_6,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/03,PENDEK,SEKOLAH KEBANGSAAN PENDEK,6,365,UMNO,ADIK MAD,MALE,39,90,,,,,,PAS,ABE JOE,MALE,43,275,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,0,1,1,,,
P.024_N.17_024/17/03_7,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/03,PENDEK,SEKOLAH KEBANGSAAN PENDEK,7,400,UMNO,ADIK MAD,MALE,39,110,,,,,,PAS,ABE JOE,MALE,43,288,,,,,,,,,,,,,,,,,,,,,,,,,,398,2,0,1,1,,,
P.024_N.17_024/17/04_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/04,LARAK,SEKOLAH KEBANGSAAN MULONG (2),1,306,UMNO,ADIK MAD,MALE,39,104,,,,,,PAS,ABE JOE,MALE,43,200,,,,,,,,,,,,,,,,,,,,,,,,,,304,2,0,1,1,,,
P.024_N.17_024/17/04_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/04,LARAK,SEKOLAH KEBANGSAAN MULONG (2),2,360,UMNO,ADIK MAD,MALE,39,98,,,,,,PAS,ABE JOE,MALE,43,260,,,,,,,,,,,,,,,,,,,,,,,,,,358,2,0,1,1,,,
P.024_N.17_024/17/04_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/04,LARAK,SEKOLAH KEBANGSAAN MULONG (2),3,348,UMNO,ADIK MAD,MALE,39,93,,,,,,PAS,ABE JOE,MALE,43,253,,,,,,,,,,,,,,,,,,,,,,,,,,346,2,0,1,1,,,
P.024_N.17_024/17/05_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/05,MULONG,SEKOLAH MENENGAH KEBANGSAAN MULONG,1,295,UMNO,ADIK MAD,MALE,39,77,,,,,,PAS,ABE JOE,MALE,43,218,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,0,1,1,,,
P.024_N.17_024/17/05_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/05,MULONG,SEKOLAH MENENGAH KEBANGSAAN MULONG,2,368,UMNO,ADIK MAD,MALE,39,93,,,,,,PAS,ABE JOE,MALE,43,275,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,0,1,1,,,
P.024_N.17_024/17/05_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/05,MULONG,SEKOLAH MENENGAH KEBANGSAAN MULONG,3,343,UMNO,ADIK MAD,MALE,39,67,,,,,,PAS,ABE JOE,MALE,43,276,,,,,,,,,,,,,,,,,,,,,,,,,,343,0,0,1,1,,,
P.024_N.17_024/17/05_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/05,MULONG,SEKOLAH MENENGAH KEBANGSAAN MULONG,4,332,UMNO,ADIK MAD,MALE,39,78,,,,,,PAS,ABE JOE,MALE,43,254,,,,,,,,,,,,,,,,,,,,,,,,,,332,0,0,1,1,,,
P.024_N.17_024/17/05_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/05,MULONG,SEKOLAH MENENGAH KEBANGSAAN MULONG,5,379,UMNO,ADIK MAD,MALE,39,96,,,,,,PAS,ABE JOE,MALE,43,271,,,,,,,,,,,,,,,,,,,,,,,,,,367,12,0,1,1,,,
P.024_N.17_024/17/06_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/06,TELOK KANDIS,SEKOLAH MENENGAH KEBANGSAAN SALOR,1,319,UMNO,ADIK MAD,MALE,39,99,,,,,,PAS,ABE JOE,MALE,43,218,,,,,,,,,,,,,,,,,,,,,,,,,,317,2,0,1,1,,,
P.024_N.17_024/17/06_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/06,TELOK KANDIS,SEKOLAH MENENGAH KEBANGSAAN SALOR,2,292,UMNO,ADIK MAD,MALE,39,62,,,,,,PAS,ABE JOE,MALE,43,229,,,,,,,,,,,,,,,,,,,,,,,,,,291,1,0,1,1,,,
P.024_N.17_024/17/06_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/06,TELOK KANDIS,SEKOLAH MENENGAH KEBANGSAAN SALOR,3,303,UMNO,ADIK MAD,MALE,39,89,,,,,,PAS,ABE JOE,MALE,43,204,,,,,,,,,,,,,,,,,,,,,,,,,,293,10,0,1,1,,,
P.024_N.17_024/17/07_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/07,SALOR,SEKOLAH MENENGAH KEBANGSAAN SALOR,4,264,UMNO,ADIK MAD,MALE,39,112,,,,,,PAS,ABE JOE,MALE,43,150,,,,,,,,,,,,,,,,,,,,,,,,,,262,2,0,1,1,,,
P.024_N.17_024/17/07_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/07,SALOR,SEKOLAH MENENGAH KEBANGSAAN SALOR,5,422,UMNO,ADIK MAD,MALE,39,140,,,,,,PAS,ABE JOE,MALE,43,281,,,,,,,,,,,,,,,,,,,,,,,,,,421,1,0,1,1,,,
P.024_N.17_024/17/07_6,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/07,SALOR,SEKOLAH MENENGAH KEBANGSAAN SALOR,6,364,UMNO,ADIK MAD,MALE,39,110,,,,,,PAS,ABE JOE,MALE,43,252,,,,,,,,,,,,,,,,,,,,,,,,,,362,2,0,1,1,,,
P.024_N.17_024/17/07_7,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/07,SALOR,SEKOLAH MENENGAH KEBANGSAAN SALOR,7,436,UMNO,ADIK MAD,MALE,39,142,,,,,,PAS,ABE JOE,MALE,43,292,,,,,,,,,,,,,,,,,,,,,,,,,,434,2,0,1,1,,,
P.024_N.17_024/17/08_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/08,KAMPUNG KUBANG RAWA,SEKOLAH KEBANGSAAN SALOR,1,276,UMNO,ADIK MAD,MALE,39,94,,,,,,PAS,ABE JOE,MALE,43,179,,,,,,,,,,,,,,,,,,,,,,,,,,273,3,0,1,1,,,
P.024_N.17_024/17/08_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/08,KAMPUNG KUBANG RAWA,SEKOLAH KEBANGSAAN SALOR,2,314,UMNO,ADIK MAD,MALE,39,111,,,,,,PAS,ABE JOE,MALE,43,203,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,0,1,1,,,
P.024_N.17_024/17/08_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/08,KAMPUNG KUBANG RAWA,SEKOLAH KEBANGSAAN SALOR,3,326,UMNO,ADIK MAD,MALE,39,104,,,,,,PAS,ABE JOE,MALE,43,221,,,,,,,,,,,,,,,,,,,,,,,,,,325,1,0,1,1,,,
P.024_N.17_024/17/08_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/08,KAMPUNG KUBANG RAWA,SEKOLAH KEBANGSAAN SALOR,4,299,UMNO,ADIK MAD,MALE,39,80,,,,,,PAS,ABE JOE,MALE,43,219,,,,,,,,,,,,,,,,,,,,,,,,,,299,0,0,1,1,,,
P.024_N.17_024/17/08_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/08,KAMPUNG KUBANG RAWA,SEKOLAH KEBANGSAAN SALOR,5,314,UMNO,ADIK MAD,MALE,39,114,,,,,,PAS,ABE JOE,MALE,43,199,,,,,,,,,,,,,,,,,,,,,,,,,,313,1,0,1,1,,,
P.024_N.17_024/17/08_6,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/08,KAMPUNG KUBANG RAWA,SEKOLAH KEBANGSAAN SALOR,6,418,UMNO,ADIK MAD,MALE,39,138,,,,,,PAS,ABE JOE,MALE,43,280,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,0,1,1,,,
P.024_N.17_024/17/09_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/09,SEBERANG PASIR MAS,SEKOLAH KEBANGSAAN SEBERANG PASIR MAS,1,303,UMNO,ADIK MAD,MALE,39,135,,,,,,PAS,ABE JOE,MALE,43,167,,,,,,,,,,,,,,,,,,,,,,,,,,302,1,0,1,1,,,
P.024_N.17_024/17/09_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/09,SEBERANG PASIR MAS,SEKOLAH KEBANGSAAN SEBERANG PASIR MAS,2,317,UMNO,ADIK MAD,MALE,39,122,,,,,,PAS,ABE JOE,MALE,43,192,,,,,,,,,,,,,,,,,,,,,,,,,,314,3,0,1,1,,,
P.024_N.17_024/17/09_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/09,SEBERANG PASIR MAS,SEKOLAH KEBANGSAAN SEBERANG PASIR MAS,3,303,UMNO,ADIK MAD,MALE,39,113,,,,,,PAS,ABE JOE,MALE,43,189,,,,,,,,,,,,,,,,,,,,,,,,,,302,1,0,1,1,,,
P.024_N.17_024/17/09_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/09,SEBERANG PASIR MAS,SEKOLAH KEBANGSAAN SEBERANG PASIR MAS,4,293,UMNO,ADIK MAD,MALE,39,79,,,,,,PAS,ABE JOE,MALE,43,212,,,,,,,,,,,,,,,,,,,,,,,,,,291,2,0,1,1,,,
P.024_N.17_024/17/09_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/09,SEBERANG PASIR MAS,SEKOLAH KEBANGSAAN SEBERANG PASIR MAS,5,374,UMNO,ADIK MAD,MALE,39,125,,,,,,PAS,ABE JOE,MALE,43,248,,,,,,,,,,,,,,,,,,,,,,,,,,373,1,0,1,1,,,
P.024_N.17_024/17/10_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/10,PENGKALAN KUBOR,SEKOLAH KEBANGSAAN PENGKALAN KUBOR SALOR,1,295,UMNO,ADIK MAD,MALE,39,114,,,,,,PAS,ABE JOE,MALE,43,180,,,,,,,,,,,,,,,,,,,,,,,,,,294,1,0,1,1,,,
P.024_N.17_024/17/10_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/10,PENGKALAN KUBOR,SEKOLAH KEBANGSAAN PENGKALAN KUBOR SALOR,2,347,UMNO,ADIK MAD,MALE,39,99,,,,,,PAS,ABE JOE,MALE,43,246,,,,,,,,,,,,,,,,,,,,,,,,,,345,2,0,1,1,,,
P.024_N.17_024/17/10_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/10,PENGKALAN KUBOR,SEKOLAH KEBANGSAAN PENGKALAN KUBOR SALOR,3,260,UMNO,ADIK MAD,MALE,39,66,,,,,,PAS,ABE JOE,MALE,43,194,,,,,,,,,,,,,,,,,,,,,,,,,,260,0,0,1,1,,,
P.024_N.17_024/17/10_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/10,PENGKALAN KUBOR,SEKOLAH KEBANGSAAN PENGKALAN KUBOR SALOR,4,368,UMNO,ADIK MAD,MALE,39,134,,,,,,PAS,ABE JOE,MALE,43,232,,,,,,,,,,,,,,,,,,,,,,,,,,366,2,0,1,1,,,
P.024_N.17_024/17/11_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/11,DEWAN,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,1,319,UMNO,ADIK MAD,MALE,39,94,,,,,,PAS,ABE JOE,MALE,43,218,,,,,,,,,,,,,,,,,,,,,,,,,,312,7,0,1,1,,,
P.024_N.17_024/17/11_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/11,DEWAN,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,2,368,UMNO,ADIK MAD,MALE,39,102,,,,,,PAS,ABE JOE,MALE,43,255,,,,,,,,,,,,,,,,,,,,,,,,,,357,10,1,1,1,,,
P.024_N.17_024/17/11_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/11,DEWAN,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,3,326,UMNO,ADIK MAD,MALE,39,74,,,,,,PAS,ABE JOE,MALE,43,252,,,,,,,,,,,,,,,,,,,,,,,,,,326,0,0,1,1,,,
P.024_N.17_024/17/11_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/11,DEWAN,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,4,392,UMNO,ADIK MAD,MALE,39,117,,,,,,PAS,ABE JOE,MALE,43,271,,,,,,,,,,,,,,,,,,,,,,,,,,388,2,2,1,1,,,
P.024_N.17_024/17/12_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/12,BETA HILIR,SEKOLAH KEBANGSAAN DEWAN BETA,1,307,UMNO,ADIK MAD,MALE,39,96,,,,,,PAS,ABE JOE,MALE,43,210,,,,,,,,,,,,,,,,,,,,,,,,,,306,1,0,1,1,,,
P.024_N.17_024/17/12_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/12,BETA HILIR,SEKOLAH KEBANGSAAN DEWAN BETA,2,374,UMNO,ADIK MAD,MALE,39,106,,,,,,PAS,ABE JOE,MALE,43,266,,,,,,,,,,,,,,,,,,,,,,,,,,372,2,0,1,1,,,
P.024_N.17_024/17/12_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/12,BETA HILIR,SEKOLAH KEBANGSAAN DEWAN BETA,3,290,UMNO,ADIK MAD,MALE,39,71,,,,,,PAS,ABE JOE,MALE,43,215,,,,,,,,,,,,,,,,,,,,,,,,,,286,4,0,1,1,,,
P.024_N.17_024/17/12_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/12,BETA HILIR,SEKOLAH KEBANGSAAN DEWAN BETA,4,293,UMNO,ADIK MAD,MALE,39,84,,,,,,PAS,ABE JOE,MALE,43,207,,,,,,,,,,,,,,,,,,,,,,,,,,291,2,0,1,1,,,
P.024_N.17_024/17/12_5,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/12,BETA HILIR,SEKOLAH KEBANGSAAN DEWAN BETA,5,380,UMNO,ADIK MAD,MALE,39,117,,,,,,PAS,ABE JOE,MALE,43,263,,,,,,,,,,,,,,,,,,,,,,,,,,380,0,0,1,1,,,
P.024_N.17_024/17/13_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/13,LUBOK JAMBU,SEKOLAH KEBANGSAAN MULONG,1,320,UMNO,ADIK MAD,MALE,39,57,,,,,,PAS,ABE JOE,MALE,43,259,,,,,,,,,,,,,,,,,,,,,,,,,,316,4,0,1,1,,,
P.024_N.17_024/17/13_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/13,LUBOK JAMBU,SEKOLAH KEBANGSAAN MULONG,2,245,UMNO,ADIK MAD,MALE,39,40,,,,,,PAS,ABE JOE,MALE,43,205,,,,,,,,,,,,,,,,,,,,,,,,,,245,0,0,1,1,,,
P.024_N.17_024/17/13_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/13,LUBOK JAMBU,SEKOLAH KEBANGSAAN MULONG,3,300,UMNO,ADIK MAD,MALE,39,64,,,,,,PAS,ABE JOE,MALE,43,234,,,,,,,,,,,,,,,,,,,,,,,,,,298,2,0,1,1,,,
P.024_N.17_024/17/14_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/14,KAMPUNG KOR,SEKOLAH KEBANGSAAN KOR,1,318,UMNO,ADIK MAD,MALE,39,85,,,,,,PAS,ABE JOE,MALE,43,230,,,,,,,,,,,,,,,,,,,,,,,,,,315,3,0,1,1,,,
P.024_N.17_024/17/14_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/14,KAMPUNG KOR,SEKOLAH KEBANGSAAN KOR,2,407,UMNO,ADIK MAD,MALE,39,96,,,,,,PAS,ABE JOE,MALE,43,308,,,,,,,,,,,,,,,,,,,,,,,,,,404,3,0,1,1,,,
P.024_N.17_024/17/14_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/14,KAMPUNG KOR,SEKOLAH KEBANGSAAN KOR,3,333,UMNO,ADIK MAD,MALE,39,68,,,,,,PAS,ABE JOE,MALE,43,262,,,,,,,,,,,,,,,,,,,,,,,,,,330,3,0,1,1,,,
P.024_N.17_024/17/14_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/14,KAMPUNG KOR,SEKOLAH KEBANGSAAN KOR,4,372,UMNO,ADIK MAD,MALE,39,85,,,,,,PAS,ABE JOE,MALE,43,282,,,,,,,,,,,,,,,,,,,,,,,,,,367,5,0,1,1,,,
P.024_N.17_024/17/15_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/15,BETA HULU,SEKOLAH KEBANGSAAN BETA HULU,1,314,UMNO,ADIK MAD,MALE,39,68,,,,,,PAS,ABE JOE,MALE,43,244,,,,,,,,,,,,,,,,,,,,,,,,,,312,2,0,1,1,,,
P.024_N.17_024/17/15_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/15,BETA HULU,SEKOLAH KEBANGSAAN BETA HULU,2,399,UMNO,ADIK MAD,MALE,39,88,,,,,,PAS,ABE JOE,MALE,43,311,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,0,1,1,,,
P.024_N.17_024/17/15_3,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/15,BETA HULU,SEKOLAH KEBANGSAAN BETA HULU,3,302,UMNO,ADIK MAD,MALE,39,45,,,,,,PAS,ABE JOE,MALE,43,257,,,,,,,,,,,,,,,,,,,,,,,,,,302,0,0,1,1,,,
P.024_N.17_024/17/15_4,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/15,BETA HULU,SEKOLAH KEBANGSAAN BETA HULU,4,375,UMNO,ADIK MAD,MALE,39,82,,,,,,PAS,ABE JOE,MALE,43,291,,,,,,,,,,,,,,,,,,,,,,,,,,373,2,0,1,1,,,
P.024_N.17_024/17/16_1,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/16,KEDAI PIAH,SEKOLAH KEBANGSAAN KEDAI PIAH,1,324,UMNO,ADIK MAD,MALE,39,55,,,,,,PAS,ABE JOE,MALE,43,269,,,,,,,,,,,,,,,,,,,,,,,,,,324,0,0,1,1,,,
P.024_N.17_024/17/16_2,KELANTAN,NORMAL VOTE,P.024,KUBANG KERIAN,N.17,SALOR,024/17/16,KEDAI PIAH,SEKOLAH KEBANGSAAN KEDAI PIAH,2,385,UMNO,ADIK MAD,MALE,39,63,,,,,,PAS,ABE JOE,MALE,43,320,,,,,,,,,,,,,,,,,,,,,,,,,,383,1,1,1,1,,,
