UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1) - PSM,OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2) - BERJASA,OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,IND 1 (AIRPLANE),INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,IND 2 (ELEPHANT),INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,IND 3 (BOOK),INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.085_N.22_085/22/06_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/06,PADANG POLO,SK SERI TERENTANG,3,363,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,196,PKR,MUHD ZAHID MD ARIP,MALE,,29,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,136,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,362,1,0,TRUE
P.085_N.22_085/22/06_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/06,PADANG POLO,SK SERI TERENTANG,4,374,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,202,PKR,MUHD ZAHID MD ARIP,MALE,,48,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,121,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,371,3,0,TRUE
P.085_N.22_085/22/07_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/07,TANJUNG BATU,SK TANJUNG BATU,1,290,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,231,PKR,MUHD ZAHID MD ARIP,MALE,,19,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,36,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,286,4,0,TRUE
P.085_N.22_085/22/07_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/07,TANJUNG BATU,SK TANJUNG BATU,2,285,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,217,PKR,MUHD ZAHID MD ARIP,MALE,,15,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,41,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,274,11,0,TRUE
P.085_N.22_085/22/08_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/08,LANDAI,SK NENASI,1,282,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,237,PKR,MUHD ZAHID MD ARIP,MALE,,17,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,19,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,273,9,0,TRUE
P.085_N.22_085/22/08_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/08,LANDAI,SK NENASI,2,349,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,285,PKR,MUHD ZAHID MD ARIP,MALE,,27,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,25,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,337,12,0,TRUE
P.085_N.22_085/22/09_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/09,NENASI,SMK NENASI,1,262,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,202,PKR,MUHD ZAHID MD ARIP,MALE,,24,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,25,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,252,10,0,TRUE
P.085_N.22_085/22/09_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/09,NENASI,SMK NENASI,2,396,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,278,PKR,MUHD ZAHID MD ARIP,MALE,,42,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,66,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,386,10,0,TRUE
P.085_N.22_085/22/09_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/09,NENASI,SMK NENASI,3,347,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,245,PKR,MUHD ZAHID MD ARIP,MALE,,34,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,60,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,339,8,0,TRUE
P.085_N.22_085/22/09_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/09,NENASI,SMK NENASI,4,327,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,200,PKR,MUHD ZAHID MD ARIP,MALE,,58,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,67,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,325,2,0,TRUE
P.085_N.22_085/22/10_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/10,MERCHONG,SK MERCHONG JAYA,1,267,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,179,PKR,MUHD ZAHID MD ARIP,MALE,,24,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,32,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,6,,,,,,,,,,,241,26,0,TRUE
P.085_N.22_085/22/10_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/10,MERCHONG,SK MERCHONG JAYA,2,508,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,365,PKR,MUHD ZAHID MD ARIP,MALE,,35,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,68,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,468,40,0,TRUE
P.085_N.22_085/22/10_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/10,MERCHONG,SK MERCHONG JAYA,3,483,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,392,PKR,MUHD ZAHID MD ARIP,MALE,,19,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,62,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,473,10,0,TRUE
P.085_N.22_085/22/10_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/10,MERCHONG,SK MERCHONG JAYA,4,419,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,305,PKR,MUHD ZAHID MD ARIP,MALE,,40,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,61,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,407,12,0,TRUE
P.085_N.22_085/22/10_5,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/10,MERCHONG,SK MERCHONG JAYA,5,419,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,270,PKR,MUHD ZAHID MD ARIP,MALE,,59,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,82,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,412,7,0,TRUE
P.085_N.22_085/22/11_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/11,API LARAT,DEWAN ORANG RAMAI KAMPUNG API LARAT,1,324,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,307,PKR,MUHD ZAHID MD ARIP,MALE,,11,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,0,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,318,6,0,TRUE
P.085_N.22_085/22/12_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/12,SAWAH BATU,BALAI RAYA KAMPUNG SAWAH BATU,1,336,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,295,PKR,MUHD ZAHID MD ARIP,MALE,,12,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,4,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,313,23,0,TRUE
P.085_N.22_085/22/13_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/13,KOTA PERDANA,SK KOTA PERDANA,1,389,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,222,PKR,MUHD ZAHID MD ARIP,MALE,,55,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,105,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,382,7,0,TRUE
P.085_N.22_085/22/14_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/14,SIMPAI,SK SIMPAI,1,185,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,155,PKR,MUHD ZAHID MD ARIP,MALE,,16,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,3,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,175,10,0,TRUE
P.085_N.22_085/22/14_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/14,SIMPAI,SK SIMPAI,2,257,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,220,PKR,MUHD ZAHID MD ARIP,MALE,,19,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,2,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,241,16,0,TRUE
P.085_N.22_085/22/15_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/15,RUNCHANG,SK RUNCHANG,1,300,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,263,PKR,MUHD ZAHID MD ARIP,MALE,,13,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,5,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,283,17,0,TRUE
P.085_N.22_085/22/15_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/15,RUNCHANG,SK RUNCHANG,2,290,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,262,PKR,MUHD ZAHID MD ARIP,MALE,,9,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,3,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,274,16,0,TRUE
P.085_N.22_085/22/15_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/15,RUNCHANG,SK RUNCHANG,3,293,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,268,PKR,MUHD ZAHID MD ARIP,MALE,,12,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,2,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,282,11,0,TRUE
P.085_N.22_085/22/16_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/16,BANDAR DUA,SK BANDAR 2 PALOH HINAI,1,281,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,223,PKR,MUHD ZAHID MD ARIP,MALE,,29,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,18,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,4,,,,,,,,,,,274,7,0,TRUE
P.085_N.22_085/22/16_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/16,BANDAR DUA,SK BANDAR 2 PALOH HINAI,2,420,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,327,PKR,MUHD ZAHID MD ARIP,MALE,,38,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,46,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,411,9,0,TRUE
P.085_N.23_085/23/01_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/01,TERPAI,SK KINCHIR,1,421,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,338,PKR,MUHD ZAHID MD ARIP,MALE,,47,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,26,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,411,10,0,TRUE
P.085_N.23_085/23/02_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/02,SALONG,DEWAN MEMPELAS KAMPUNG BARU PPSK SALONG MUKIM PENYOR 1,1,310,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,203,PKR,MUHD ZAHID MD ARIP,MALE,,24,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,78,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,305,5,0,TRUE
P.085_N.23_085/23/03_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/03,MAMBANG,SK MAMBANG,1,280,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,219,PKR,MUHD ZAHID MD ARIP,MALE,,22,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,28,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,3,,,,,,,,,,,272,8,0,TRUE
P.085_N.23_085/23/03_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/03,MAMBANG,SK MAMBANG,2,508,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,399,PKR,MUHD ZAHID MD ARIP,MALE,,24,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,68,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,491,17,0,TRUE
P.085_N.23_085/23/04_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/04,PALOH HINAI,SMK PALOH HINAI,1,272,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,227,PKR,MUHD ZAHID MD ARIP,MALE,,11,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,23,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,261,11,0,TRUE
P.085_N.23_085/23/04_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/04,PALOH HINAI,SMK PALOH HINAI,2,314,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,243,PKR,MUHD ZAHID MD ARIP,MALE,,21,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,48,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,312,2,0,TRUE
P.085_N.23_085/23/04_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/04,PALOH HINAI,SMK PALOH HINAI,3,293,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,225,PKR,MUHD ZAHID MD ARIP,MALE,,22,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,46,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,293,0,0,TRUE
P.085_N.23_085/23/05_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/05,KAMPUNG DUSUN,BALAI RAYA DAN PERPUSTAKAAN DESA KAMPUNG DUSUN,1,221,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,172,PKR,MUHD ZAHID MD ARIP,MALE,,15,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,3,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,4,,,,,,,,,,,194,27,0,TRUE
P.085_N.23_085/23/05_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/05,KAMPUNG DUSUN,BALAI RAYA DAN PERPUSTAKAAN DESA KAMPUNG DUSUN,2,289,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,259,PKR,MUHD ZAHID MD ARIP,MALE,,21,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,1,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,282,7,0,TRUE
P.085_N.23_085/23/06_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/06,FELDA CHINI TIMUR 3 & 4,SK LKTP CHINI TIMUR 2,1,319,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,215,PKR,MUHD ZAHID MD ARIP,MALE,,13,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,85,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,313,6,0,TRUE
P.085_N.23_085/23/06_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/06,FELDA CHINI TIMUR 3 & 4,SK LKTP CHINI TIMUR 2,2,385,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,217,PKR,MUHD ZAHID MD ARIP,MALE,,23,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,144,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,384,1,0,TRUE
P.085_N.23_085/23/07_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/07,FELDA CHINI TIMUR 1,SK LKTP CHINI TIMUR 1,1,322,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,251,PKR,MUHD ZAHID MD ARIP,MALE,,16,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,51,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,318,4,0,TRUE
P.085_N.23_085/23/07_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/07,FELDA CHINI TIMUR 1,SK LKTP CHINI TIMUR 1,2,523,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,390,PKR,MUHD ZAHID MD ARIP,MALE,,28,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,101,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,519,4,0,TRUE
P.085_N.23_085/23/07_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/07,FELDA CHINI TIMUR 1,SK LKTP CHINI TIMUR 1,3,444,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,280,PKR,MUHD ZAHID MD ARIP,MALE,,43,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,119,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,443,1,0,TRUE
P.085_N.23_085/23/07_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/07,FELDA CHINI TIMUR 1,SK LKTP CHINI TIMUR 1,4,494,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,291,PKR,MUHD ZAHID MD ARIP,MALE,,45,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,151,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,487,7,0,TRUE
P.085_N.23_085/23/08_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/08,FELDA CHINI TIMUR 2,SMK CHINI TIMUR,1,321,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,201,PKR,MUHD ZAHID MD ARIP,MALE,,11,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,98,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,312,9,0,TRUE
P.085_N.23_085/23/08_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/08,FELDA CHINI TIMUR 2,SMK CHINI TIMUR,2,398,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,223,PKR,MUHD ZAHID MD ARIP,MALE,,28,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,142,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,393,5,0,TRUE
P.085_N.23_085/23/08_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/08,FELDA CHINI TIMUR 2,SMK CHINI TIMUR,3,352,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,186,PKR,MUHD ZAHID MD ARIP,MALE,,29,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,135,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,351,1,0,TRUE
P.085_N.23_085/23/08_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/08,FELDA CHINI TIMUR 2,SMK CHINI TIMUR,4,371,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,160,PKR,MUHD ZAHID MD ARIP,MALE,,33,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,171,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,364,7,0,TRUE
P.085_N.23_085/23/09_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/09,FELDA CHINI 5,SK LKTP CHINI 3 & 5,1,320,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,235,PKR,MUHD ZAHID MD ARIP,MALE,,10,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,65,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,311,9,0,TRUE
P.085_N.23_085/23/09_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/09,FELDA CHINI 5,SK LKTP CHINI 3 & 5,2,461,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,303,PKR,MUHD ZAHID MD ARIP,MALE,,20,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,132,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,457,4,0,TRUE
P.085_N.23_085/23/09_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/09,FELDA CHINI 5,SK LKTP CHINI 3 & 5,3,401,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,220,PKR,MUHD ZAHID MD ARIP,MALE,,29,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,149,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,398,3,0,TRUE
P.085_N.23_085/23/09_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/09,FELDA CHINI 5,SK LKTP CHINI 3 & 5,4,422,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,228,PKR,MUHD ZAHID MD ARIP,MALE,,35,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,155,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,418,4,0,TRUE
P.085_N.23_085/23/10_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/10,FELDA CHINI 4,SK LKTP CHINI 1 & 4,1,302,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,185,PKR,MUHD ZAHID MD ARIP,MALE,,29,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,88,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,302,0,0,TRUE
P.085_N.23_085/23/10_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/10,FELDA CHINI 4,SK LKTP CHINI 1 & 4,2,417,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,259,PKR,MUHD ZAHID MD ARIP,MALE,,39,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,110,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,408,9,0,TRUE
P.085_N.23_085/23/10_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/10,FELDA CHINI 4,SK LKTP CHINI 1 & 4,3,350,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,194,PKR,MUHD ZAHID MD ARIP,MALE,,47,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,108,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,349,1,0,TRUE
