UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.078_N.02_078/02/04_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/04,POS SINDERUT,SEK. KEB. SENDERUT,3,302,MIC,DATUK SERI G. PALANIVEL,MALE,,241,DAP,M. MANOGARAN,MALE,,27,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,2,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,4,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,2,276,26,0,1,1
P.078_N.02_078/02/05_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,POS BETAU,SEK. KEB. BETAU,1,264,MIC,DATUK SERI G. PALANIVEL,MALE,,175,DAP,M. MANOGARAN,MALE,,15,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,6,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,14,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,19,229,35,0,1,1
P.078_N.02_078/02/05_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,POS BETAU,SEK. KEB. BETAU,2,365,MIC,DATUK SERI G. PALANIVEL,MALE,,267,DAP,M. MANOGARAN,MALE,,14,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,0,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,38,319,46,0,1,1
P.078_N.02_078/02/05_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,POS BETAU,SEK. KEB. BETAU,3,317,MIC,DATUK SERI G. PALANIVEL,MALE,,233,DAP,M. MANOGARAN,MALE,,9,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,1,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,1,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,42,286,31,0,1,1
P.078_N.02_078/02/06_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,KUALA MEDANG,SEK. KEB. KUALA MEDANG,1,309,MIC,DATUK SERI G. PALANIVEL,MALE,,198,DAP,M. MANOGARAN,MALE,,31,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,64,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,2,295,13,1,1,1
P.078_N.02_078/02/06_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,KUALA MEDANG,SEK. KEB. KUALA MEDANG,2,420,MIC,DATUK SERI G. PALANIVEL,MALE,,258,DAP,M. MANOGARAN,MALE,,56,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,88,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,403,17,0,1,1
P.078_N.02_078/02/07_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN DUA & TIGA,SEK. MEN. KEB. SUNGAI KOYAN,1,292,MIC,DATUK SERI G. PALANIVEL,MALE,,220,DAP,M. MANOGARAN,MALE,,43,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,15,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,279,13,0,1,1
P.078_N.02_078/02/07_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN DUA & TIGA,SEK. MEN. KEB. SUNGAI KOYAN,2,368,MIC,DATUK SERI G. PALANIVEL,MALE,,256,DAP,M. MANOGARAN,MALE,,75,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,29,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,1,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,361,7,0,1,1
P.078_N.02_078/02/07_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN DUA & TIGA,SEK. MEN. KEB. SUNGAI KOYAN,3,332,MIC,DATUK SERI G. PALANIVEL,MALE,,214,DAP,M. MANOGARAN,MALE,,76,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,41,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,331,1,0,1,1
P.078_N.02_078/02/07_4,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN DUA & TIGA,SEK. MEN. KEB. SUNGAI KOYAN,4,358,MIC,DATUK SERI G. PALANIVEL,MALE,,206,DAP,M. MANOGARAN,MALE,,97,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,46,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,349,9,0,1,1
P.078_N.02_078/02/07_5,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN DUA & TIGA,SEK. MEN. KEB. SUNGAI KOYAN,5,361,MIC,DATUK SERI G. PALANIVEL,MALE,,228,DAP,M. MANOGARAN,MALE,,84,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,46,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,358,3,0,1,1
P.078_N.02_078/02/08_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN SATU,SEK. KEB. LKTP SUNGAI KOYAN,1,316,MIC,DATUK SERI G. PALANIVEL,MALE,,185,DAP,M. MANOGARAN,MALE,,101,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,15,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,2,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,304,12,0,1,1
P.078_N.02_078/02/08_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN SATU,SEK. KEB. LKTP SUNGAI KOYAN,2,478,MIC,DATUK SERI G. PALANIVEL,MALE,,285,DAP,M. MANOGARAN,MALE,,133,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,50,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,469,9,0,1,1
P.078_N.02_078/02/08_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN SATU,SEK. KEB. LKTP SUNGAI KOYAN,3,458,MIC,DATUK SERI G. PALANIVEL,MALE,,260,DAP,M. MANOGARAN,MALE,,133,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,46,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,439,19,0,1,1
P.078_N.02_078/02/09_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,LUBUK KULIT,SEK. KEB. LUBOK KULIT,1,321,MIC,DATUK SERI G. PALANIVEL,MALE,,224,DAP,M. MANOGARAN,MALE,,55,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,24,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,303,18,0,1,1
P.078_N.02_078/02/09_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,LUBUK KULIT,SEK. KEB. LUBOK KULIT,2,434,MIC,DATUK SERI G. PALANIVEL,MALE,,317,DAP,M. MANOGARAN,MALE,,66,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,37,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,421,13,0,1,1
P.078_N.02_078/02/10_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,KAMPUNG KELEDEK,SEK. KEB. KELEDEK,1,307,MIC,DATUK SERI G. PALANIVEL,MALE,,142,DAP,M. MANOGARAN,MALE,,126,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,17,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,1,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,287,20,0,1,1
P.078_N.02_078/02/10_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,KAMPUNG KELEDEK,SEK. KEB. KELEDEK,2,537,MIC,DATUK SERI G. PALANIVEL,MALE,,217,DAP,M. MANOGARAN,MALE,,243,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,62,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,0,522,15,0,1,1
P.078_N.02_078/02/11_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/11,TANJUNG GAHAI,SEK. KEB. TANJUNG GAHAI,1,592,MIC,DATUK SERI G. PALANIVEL,MALE,,399,DAP,M. MANOGARAN,MALE,,141,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,18,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,4,562,30,0,1,1
P.078_N.02_078/02/12_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/12,BUKIT KOTA,SEK. KEB. BATU YON,1,319,MIC,DATUK SERI G. PALANIVEL,MALE,,183,DAP,M. MANOGARAN,MALE,,107,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,19,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,1,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,1,311,7,1,1,1
P.078_N.02_078/02/12_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/12,BUKIT KOTA,SEK. KEB. BATU YON,2,428,MIC,DATUK SERI G. PALANIVEL,MALE,,231,DAP,M. MANOGARAN,MALE,,149,,,,,,BERJASA,MOHD SHOKRI MAHMOOD,MALE,,40,,,,,,INDEPENDENT - PEN,NP KISHO KUMAR,MALE,,0,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,2,422,6,0,1,1
CHECK TOTAL,OK,CHECK DM,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#N/A
P.079_P.079/POSTAL VOTE_079/UNDI POS_1,PAHANG,POSTAL VOTE,P.079,LIPIS,P.079/POSTAL VOTE,POSTAL VOTE,079/UNDI POS,UNDI POS,UNDI POS,1,560,UMNO,ABDUL RAHMAN,MALE,,329,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,95,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,1,,,,,,425,2,133,1,1
P.079_P.079/EARLY VOTE_079/03/00_1,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,PADANG TENGKU,079/03/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS PADANG TENGKU,1,29,UMNO,ABDUL RAHMAN,MALE,,26,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,3,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,29,0,0,1,1
P.079_P.079/EARLY VOTE_079/04/00_1a,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,CHEKA,079/04/00,UNDI AWAL,KELAB POLIS IBU PEJABAT POLIS DAERAH LIPIS,1,253,UMNO,ABDUL RAHMAN,MALE,,218,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,35,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,253,0,0,1,1
P.079_P.079/EARLY VOTE_079/04/00_1b,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,CHEKA,079/04/00,UNDI AWAL,DEWAN SERBAGUNA 8 RAMD,1,287,UMNO,ABDUL RAHMAN,MALE,,238,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,48,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,1,,,,,,287,0,0,1,1
P.079_P.079/EARLY VOTE_079/04/00_2b,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,CHEKA,079/04/00,UNDI AWAL,DEWAN SERBAGUNA 8 RAMD,2,359,UMNO,ABDUL RAHMAN,MALE,,296,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,61,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,357,2,0,1,1
P.079_P.079/EARLY VOTE_079/05/00_1,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,BENTA,079/05/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS BENTA,1,19,UMNO,ABDUL RAHMAN,MALE,,10,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,5,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,4,,,,,,19,0,0,1,1
P.079_N.03_079/03/01_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/01,MERAPOH,SEK. KEB. MERAPOH,1,299,UMNO,ABDUL RAHMAN,MALE,,169,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,123,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,2,,,,,,294,5,0,1,1
P.079_N.03_079/03/01_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/01,MERAPOH,SEK. KEB. MERAPOH,2,440,UMNO,ABDUL RAHMAN,MALE,,191,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,237,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,8,,,,,,436,4,0,1,1
P.079_N.03_079/03/02_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/02,MENTARA,SEK. MEN. KEB. MERAPOH,1,322,UMNO,ABDUL RAHMAN,MALE,,146,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,169,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,2,,,,,,317,5,0,1,1
P.079_N.03_079/03/03_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/03,TELUK GUNUNG,SEK. KEB. TELUK GUNUNG,1,318,UMNO,ABDUL RAHMAN,MALE,,144,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,158,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,2,,,,,,304,13,1,1,1
P.079_N.03_079/03/03_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/03,TELUK GUNUNG,SEK. KEB. TELUK GUNUNG,2,416,UMNO,ABDUL RAHMAN,MALE,,192,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,222,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,414,2,0,1,1
P.079_N.03_079/03/04_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/04,PAGAR SASAK,SEK. KEB. PAGAR SASAK,1,302,UMNO,ABDUL RAHMAN,MALE,,167,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,130,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,1,,,,,,298,4,0,1,1
P.079_N.03_079/03/04_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/04,PAGAR SASAK,SEK. KEB. PAGAR SASAK,2,344,UMNO,ABDUL RAHMAN,MALE,,173,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,167,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,3,,,,,,343,1,0,1,1
P.079_N.03_079/03/05_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/05,KAMPUNG PETOLA,BALAI RAYA KAMPUNG PETOLA,1,323,UMNO,ABDUL RAHMAN,MALE,,187,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,127,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,6,,,,,,320,3,0,1,1
P.079_N.03_079/03/06_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/06,SUNGAI TEMAU,SEK. KEB. LKTP CHEGAR PERAH 1,1,318,UMNO,ABDUL RAHMAN,MALE,,214,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,94,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,4,,,,,,312,6,0,1,1
P.079_N.03_079/03/06_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/06,SUNGAI TEMAU,SEK. KEB. LKTP CHEGAR PERAH 1,2,467,UMNO,ABDUL RAHMAN,MALE,,323,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,140,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,1,,,,,,464,3,0,1,1
P.079_N.03_079/03/07_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/07,CHEGAR PERAH,SEK. KEB. CHEGAR PERAH,1,364,UMNO,ABDUL RAHMAN,MALE,,175,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,184,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,359,5,0,1,1
P.079_N.03_079/03/08_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/08,AUR GADING,SEK. KEB.AUR GADING,1,193,UMNO,ABDUL RAHMAN,MALE,,99,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,92,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,1,,,,,,192,1,0,1,1
P.079_N.03_079/03/09_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/09,KECHUR,SEK. KEB. KECHOR TUI,1,505,UMNO,ABDUL RAHMAN,MALE,,345,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,145,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,2,,,,,,492,13,0,1,1
P.079_N.03_079/03/10_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/10,FELDA SUNGAI KECHAU,SEK. KEB. LKTP KECAU 1,1,265,UMNO,ABDUL RAHMAN,MALE,,185,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,74,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,2,,,,,,261,4,0,1,1
P.079_N.03_079/03/10_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/10,FELDA SUNGAI KECHAU,SEK. KEB. LKTP KECAU 1,2,276,UMNO,ABDUL RAHMAN,MALE,,188,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,87,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,275,1,0,1,1
P.079_N.03_079/03/10_3,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/10,FELDA SUNGAI KECHAU,SEK. KEB. LKTP KECAU 1,3,305,UMNO,ABDUL RAHMAN,MALE,,205,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,99,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,304,1,0,1,1
P.079_N.03_079/03/11_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/11,LADANG SELBORNE,SEK. JENIS KEB. (T) LADANG SELBORNE,1,273,UMNO,ABDUL RAHMAN,MALE,,196,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,71,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,267,6,0,1,1
P.079_N.03_079/03/12_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/12,SEBERANG JELAI,BALAI RAYA KAMPUNG SEBERANG JELAI,1,233,UMNO,ABDUL RAHMAN,MALE,,115,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,114,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,229,4,0,1,1
P.079_N.03_079/03/13_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/13,TELANG,SEK. KEB. KUALA TELANG,1,321,UMNO,ABDUL RAHMAN,MALE,,228,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,85,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,8,,,,,,321,0,0,1,1
P.079_N.03_079/03/14_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/14,BERCHANG,SEK. KEB. BERCHANG,1,499,UMNO,ABDUL RAHMAN,MALE,,178,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,298,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,17,,,,,,493,6,0,1,1
P.079_N.03_079/03/15_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/15,PADANG TENGKU,SEK. MEN. KEB. PADANG TENGKU,1,290,UMNO,ABDUL RAHMAN,MALE,,193,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,89,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,6,,,,,,288,2,0,1,1
P.079_N.03_079/03/15_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/15,PADANG TENGKU,SEK. MEN. KEB. PADANG TENGKU,2,469,UMNO,ABDUL RAHMAN,MALE,,231,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,230,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,6,,,,,,467,2,0,1,1
P.079_N.03_079/03/15_3,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/15,PADANG TENGKU,SEK. MEN. KEB. PADANG TENGKU,3,442,UMNO,ABDUL RAHMAN,MALE,,228,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,207,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,5,,,,,,440,2,0,1,1
P.079_N.03_079/03/16_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/16,GUA,SEK. KEB. GUA,1,315,UMNO,ABDUL RAHMAN,MALE,,208,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,104,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,2,,,,,,314,1,0,1,1
P.079_N.03_079/03/16_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/16,GUA,SEK. KEB. GUA,2,346,UMNO,ABDUL RAHMAN,MALE,,213,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,MALE,,121,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,AISHATON ABU BAKAR,FEMALE,,0,,,,,,334,12,0,1,1
